farmer_id,application_year,district,land_area_acres,crop_type,pm_kisan_status,historical_repayment_score,irrigation_type,land_ownership,soil_type,sales_channel,annual_income_inr,liability_ratio_pct,rainfall_deviation_pct,ndvi_score,defaulted_in_next_12_months,target_entitlement_score
F00702,2022,Cuttack,15.87,Wheat,Yes,72.56,Irrigated,Tenant,Red,FPO,302754.98,7.04,2.48,0.455,0,909.73
F00703,2022,Ganjam,16.61,Soybean,Yes,41.32,Irrigated,Owned,Alluvial,FPO,103284.8,27.47,-4.65,0.343,0,822.53
F00704,2024,Balasore,0.58,Cotton,Yes,39.34,Irrigated,Tenant,Red,Local Trader,270325.52,0.65,13.84,0.664,0,714.98
F00705,2023,Mayurbhanj,10.47,Wheat,Yes,75.2,Rainfed,Owned,Laterite,Contract Buyer,302669.17,32.72,11.11,0.452,0,913.5
F00706,2023,Puri,8.02,Rice,Yes,73.66,Irrigated,Tenant,Laterite,Local Trader,427856.41,0.1,11.71,0.796,0,875.19
F00707,2022,Mayurbhanj,7.98,Sugarcane,Yes,73.14,Irrigated,Owned,Alluvial,FPO,555786.22,17.44,-1.35,0.604,0,818.43
F00708,2024,Puri,9.44,Wheat,No,87.19,Irrigated,Owned,Black,FPO,588137.56,12.31,3.71,0.476,0,843.9
F00709,2023,Mayurbhanj,8.07,Soybean,Yes,33.29,Rainfed,Owned,Red,Contract Buyer,195392.76,36.35,-11.72,0.398,0,783.93
F00710,2023,Puri,5.99,Rice,Yes,87.06,Irrigated,Tenant,Red,FPO,351770.03,27.19,16.02,0.387,0,892.32
F00711,2023,Puri,12.43,Soybean,No,100,Irrigated,Owned,Black,Local Trader,502735.64,3.72,-7.18,0.638,0,874.06
F00712,2024,Ganjam,5.7,Maize,Yes,61.28,Irrigated,Tenant,Black,APMC,155820.57,39.5,11.09,0.536,0,832.54
F00713,2023,Balasore,13.51,Cotton,Yes,88.44,Irrigated,Tenant,Red,APMC,481495.22,35.99,-25.68,0.533,0,902.65
F00714,2023,Bhadrak,11.07,Wheat,Yes,50.9,Irrigated,Tenant,Alluvial,APMC,243141.11,25.69,-8.62,0.704,0,869.44
F00715,2022,Balasore,2.66,Rice,Yes,52.18,Irrigated,Tenant,Black,APMC,567901.57,34.3,9.51,0.529,0,779.21
F00716,2022,Cuttack,13.41,Maize,Yes,74.84,Irrigated,Owned,Clay Loam,APMC,248932.86,23.43,-25.2,0.571,0,904.36
F00717,2024,Cuttack,5.93,Maize,Yes,78.19,Irrigated,Owned,Red,FPO,395430.87,23.82,0.18,0.574,0,868.05
F00718,2022,Ganjam,15.79,Rice,Yes,96.85,Rainfed,Tenant,Alluvial,APMC,364634.86,39.84,0.93,0.47,0,952.61
F00719,2022,Mayurbhanj,16.3,Soybean,No,15.24,Irrigated,Owned,Clay Loam,APMC,322832.15,11.1,10.38,0.581,0,672.63
F00720,2023,Mayurbhanj,3.21,Wheat,No,58.88,Rainfed,Owned,Black,FPO,226836.03,13.08,-1.49,0.667,0,724.3
F00721,2024,Cuttack,10.09,Sugarcane,No,80.26,Rainfed,Owned,Black,Contract Buyer,271578.44,2.99,7.5,0.602,0,778.59
F00722,2024,Ganjam,3.08,Millets,No,75.61,Irrigated,Owned,Laterite,FPO,125316.55,7.34,3.27,0.579,0,767.64
F00723,2022,Bhadrak,16.0,Wheat,Yes,49.42,Rainfed,Owned,Laterite,APMC,248793.05,7.76,-29.12,0.684,0,854.52
F00724,2023,Bhadrak,11.27,Wheat,No,84.29,Irrigated,Tenant,Alluvial,Contract Buyer,614688.74,13.08,-20.46,0.494,0,852.84
F00725,2022,Bhadrak,2.07,Wheat,Yes,59.8,Irrigated,Owned,Alluvial,Local Trader,264160.43,23.84,-16.51,0.396,0,795.85
F00726,2022,Puri,3.0,Millets,No,84.52,Irrigated,Owned,Clay Loam,FPO,85716.48,0.43,8.33,0.432,0,767.17
F00727,2022,Cuttack,9.43,Rice,Yes,85.54,Irrigated,Owned,Black,Local Trader,207038.26,7.48,-19.74,0.5,0,910.29
F00728,2022,Puri,3.28,Millets,Yes,67.25,Rainfed,Owned,Clay Loam,Contract Buyer,205957.96,11.66,-19.74,0.52,0,824.53
F00729,2024,Cuttack,1.0,Millets,No,69.24,Rainfed,Owned,Alluvial,FPO,583146.64,17.88,-10.84,0.431,0,740.44
F00730,2022,Bhadrak,1.71,Sugarcane,No,98.06,Irrigated,Owned,Sandy Loam,Contract Buyer,447725.95,16.86,-19.55,0.527,0,726.81
F00731,2022,Balasore,15.69,Wheat,Yes,35.22,Irrigated,Owned,Laterite,FPO,240634.5,14.4,0.23,0.766,1,390.92
F00732,2023,Ganjam,1.11,Maize,Yes,57.36,Rainfed,Owned,Clay Loam,Contract Buyer,311412.63,13.11,-13.82,0.535,0,779.19
F00733,2023,Cuttack,4.53,Cotton,No,57.61,Irrigated,Owned,Sandy Loam,Local Trader,384652.96,33.78,0.96,0.699,0,681.27
F00734,2022,Balasore,9.14,Cotton,Yes,100,Irrigated,Tenant,Alluvial,APMC,534469.67,14.69,1.96,0.578,0,908.03
F00735,2022,Ganjam,5.09,Cotton,Yes,100,Irrigated,Owned,Black,Local Trader,178679.21,12.41,-16.54,0.759,0,866.49
F00736,2024,Balasore,1.74,Soybean,Yes,64.04,Rainfed,Tenant,Sandy Loam,FPO,310619.26,25.27,24.47,0.462,0,807.09
F00737,2022,Bhadrak,15.4,Rice,No,40.83,Rainfed,Tenant,Clay Loam,Local Trader,114240.92,18.67,13.38,0.587,0,745.66
F00738,2024,Cuttack,15.15,Rice,No,33.2,Irrigated,Owned,Alluvial,APMC,188954.69,40.11,-2.53,0.481,0,742.54
F00739,2024,Bhadrak,1.39,Soybean,Yes,58.81,Irrigated,Tenant,Black,Local Trader,94340.25,2.06,11.15,0.561,0,785.21
F00740,2023,Cuttack,17.22,Wheat,Yes,88.27,Irrigated,Tenant,Black,Local Trader,127769.74,39.35,5.95,0.499,0,957.24
F00741,2024,Balasore,5.14,Wheat,No,59.96,Irrigated,Owned,Alluvial,Contract Buyer,243584.45,27.75,37.45,0.468,0,758.67
F00742,2022,Bhadrak,16.54,Sugarcane,Yes,50.32,Rainfed,Owned,Alluvial,FPO,296116.51,9.58,-40.56,0.422,0,802.54
F00743,2024,Ganjam,17.61,Rice,Yes,43.57,Irrigated,Owned,Red,FPO,194267.48,16.93,6.28,0.517,0,862.01
F00744,2024,Ganjam,13.08,Cotton,Yes,64.68,Rainfed,Owned,Black,Local Trader,593879.85,36.17,15.62,0.622,0,866.49
F00745,2023,Ganjam,12.54,Rice,No,66.89,Rainfed,Tenant,Red,Local Trader,560887.61,19.59,-11.08,0.59,0,814.65
F00746,2023,Ganjam,15.31,Cotton,Yes,50.16,Rainfed,Tenant,Alluvial,Local Trader,282529.54,2.94,-21.24,0.437,0,823.26
F00747,2023,Balasore,11.67,Rice,Yes,59.64,Rainfed,Tenant,Laterite,FPO,529920.81,20.06,-27.95,0.577,0,884.96
F00748,2022,Balasore,0.74,Maize,Yes,80.5,Irrigated,Owned,Laterite,Contract Buyer,486595.92,32.32,-4.47,0.663,0,805.82
F00749,2024,Bhadrak,17.06,Maize,Yes,70.07,Rainfed,Tenant,Laterite,Contract Buyer,431670.17,33.87,-10.18,0.562,0,913.5
F00750,2024,Cuttack,8.15,Cotton,Yes,57.6,Rainfed,Owned,Red,FPO,543082.06,37.42,-12.89,0.538,0,812.32
F00751,2024,Balasore,1.64,Millets,No,39.68,Irrigated,Owned,Black,Local Trader,218337.9,9.04,-27.48,0.406,0,682.58
F00752,2023,Balasore,17.98,Millets,No,67.35,Rainfed,Tenant,Black,Local Trader,415393.54,25.57,-12.1,0.689,1,392.04
F00753,2023,Puri,3.12,Cotton,Yes,69.36,Rainfed,Owned,Red,FPO,427787.61,37.08,-1.65,0.52,0,784.72
F00754,2024,Puri,2.16,Millets,Yes,44.44,Irrigated,Tenant,Laterite,FPO,472605.11,34.84,-6.88,0.634,0,775.55
F00755,2022,Ganjam,8.98,Rice,Yes,26.71,Irrigated,Tenant,Laterite,FPO,92485.18,26.68,-15.85,0.41,1,355.18
F00756,2024,Cuttack,15.68,Maize,No,74.54,Irrigated,Tenant,Laterite,Contract Buyer,523366.93,21.86,-16.19,0.45,0,821.91
F00757,2022,Bhadrak,10.83,Sugarcane,Yes,63.78,Rainfed,Owned,Alluvial,Local Trader,616880.55,17.5,17.23,0.444,0,823.08
F00758,2023,Balasore,2.08,Millets,No,54.5,Irrigated,Tenant,Alluvial,APMC,222012.99,5.53,12.87,0.478,0,709.7
F00759,2023,Mayurbhanj,5.24,Cotton,Yes,70.61,Rainfed,Owned,Laterite,Contract Buyer,260442.84,29.58,11.54,0.445,0,811.2
F00760,2023,Mayurbhanj,3.17,Cotton,Yes,62.33,Irrigated,Owned,Alluvial,FPO,272765.35,1.07,-8.47,0.667,1,345.01
F00761,2024,Ganjam,16.87,Rice,No,66.97,Irrigated,Owned,Red,Contract Buyer,226761.19,31.22,-19.11,0.501,1,382.46
F00762,2023,Bhadrak,11.66,Cotton,Yes,47.98,Rainfed,Owned,Black,FPO,593728.84,30.98,3.31,0.451,0,825.98
F00763,2024,Cuttack,0.72,Maize,No,61.5,Rainfed,Owned,Alluvial,Contract Buyer,357714.4,17.88,13.4,0.415,1,266.77
F00764,2024,Balasore,16.8,Maize,Yes,55.67,Rainfed,Owned,Black,Local Trader,325658.6,18.68,6.89,0.633,0,879.36
F00765,2022,Cuttack,17.15,Rice,No,51.75,Rainfed,Owned,Laterite,FPO,645750.94,28.75,-1.87,0.615,0,775.1
F00766,2023,Cuttack,7.79,Millets,Yes,48.51,Irrigated,Owned,Red,Local Trader,589272.57,7.72,8.24,0.535,0,819.81
F00767,2024,Puri,2.48,Millets,No,82.19,Rainfed,Owned,Alluvial,APMC,503376.68,39.17,14.22,0.753,0,778.36
F00768,2022,Mayurbhanj,8.4,Sugarcane,Yes,78.28,Rainfed,Owned,Alluvial,Local Trader,475475.0,9.24,9.1,0.515,0,831.18
F00769,2023,Bhadrak,7.53,Soybean,No,73.7,Rainfed,Owned,Black,Contract Buyer,472591.29,31.08,21.21,0.34,0,765.15
F00770,2024,Ganjam,1.32,Sugarcane,No,53.99,Rainfed,Owned,Clay Loam,FPO,225640.91,25.79,-23.91,0.517,0,647.62
F00771,2023,Puri,16.44,Rice,No,70.71,Rainfed,Owned,Laterite,Local Trader,490552.09,29.38,2.86,0.431,0,834.28
F00772,2023,Bhadrak,9.0,Rice,No,85.26,Rainfed,Owned,Black,Contract Buyer,643098.58,11.17,1.53,0.567,0,827.58
F00773,2022,Balasore,5.52,Rice,Yes,60.93,Rainfed,Owned,Alluvial,APMC,633106.95,28.23,-2.19,0.579,0,820.91
F00774,2024,Bhadrak,0.47,Cotton,Yes,75.38,Irrigated,Owned,Sandy Loam,Contract Buyer,331814.59,24.61,-5.5,0.555,0,779.44
F00775,2022,Balasore,7.63,Cotton,Yes,73.08,Rainfed,Owned,Alluvial,APMC,408689.92,16.26,-27.91,0.467,1,394.05
F00776,2022,Mayurbhanj,17.71,Sugarcane,No,59.84,Rainfed,Owned,Laterite,FPO,558239.87,29.88,-7.1,0.565,0,732.17
F00777,2022,Puri,15.27,Rice,Yes,40.74,Rainfed,Tenant,Alluvial,Local Trader,522327.18,23.86,-25.26,0.409,0,839.11
F00778,2022,Cuttack,1.05,Cotton,No,37.08,Irrigated,Tenant,Clay Loam,Local Trader,250660.72,11.34,7.8,0.38,0,599.46
F00779,2024,Cuttack,3.32,Soybean,No,50.85,Irrigated,Owned,Clay Loam,Local Trader,331863.17,22.83,34.92,0.419,0,690.18
F00780,2022,Mayurbhanj,7.02,Maize,Yes,62.78,Rainfed,Owned,Black,FPO,350859.61,7.68,3.06,0.548,0,839.72
F00781,2023,Cuttack,1.59,Wheat,No,57.27,Rainfed,Tenant,Clay Loam,Local Trader,460384.83,29.06,-7.05,0.504,0,702.0
F00782,2022,Cuttack,1.65,Millets,Yes,58.2,Rainfed,Owned,Red,FPO,279294.68,36.55,11.95,0.585,1,368.51
F00783,2023,Mayurbhanj,15.99,Sugarcane,No,61.59,Irrigated,Owned,Alluvial,Contract Buyer,190936.44,6.95,-4.62,0.754,1,323.7
F00784,2022,Ganjam,11.1,Sugarcane,Yes,46.69,Irrigated,Owned,Clay Loam,APMC,221751.26,41.03,6.26,0.527,0,784.81
F00785,2022,Puri,7.86,Millets,No,82.52,Irrigated,Owned,Black,FPO,160272.95,10.74,-23.62,0.298,0,816.06
F00786,2023,Cuttack,10.32,Sugarcane,No,42.3,Rainfed,Owned,Clay Loam,APMC,630553.71,27.48,2.87,0.631,0,686.59
F00787,2023,Cuttack,1.5,Sugarcane,Yes,100,Irrigated,Owned,Clay Loam,APMC,176494.77,23.06,-9.81,0.589,0,825.01
F00788,2022,Ganjam,11.15,Soybean,No,70.62,Rainfed,Tenant,Red,Contract Buyer,522256.26,41.0,11.94,0.669,0,789.76
F00789,2022,Cuttack,3.76,Soybean,No,63.3,Irrigated,Owned,Black,APMC,506944.66,0.91,5.83,0.775,0,700.67
F00790,2023,Puri,9.77,Wheat,Yes,66.92,Rainfed,Tenant,Laterite,Local Trader,541098.96,24.35,-9.46,0.662,0,893.32
F00791,2022,Puri,15.54,Rice,Yes,62.36,Irrigated,Owned,Black,APMC,88963.68,38.4,-8.97,0.556,0,876.72
F00792,2023,Mayurbhanj,9.1,Cotton,No,100,Irrigated,Owned,Red,Contract Buyer,94464.63,6.75,21.62,0.482,0,823.52
F00793,2023,Puri,8.45,Rice,Yes,39.64,Irrigated,Owned,Laterite,APMC,314500.82,11.74,1.85,0.29,0,812.09
F00794,2022,Bhadrak,10.34,Millets,Yes,51.15,Irrigated,Owned,Red,FPO,242196.49,36.67,-15.65,0.376,0,850.33
F00795,2023,Balasore,13.18,Rice,Yes,83.55,Rainfed,Owned,Sandy Loam,APMC,184865.44,14.48,9.78,0.58,0,936.54
F00796,2024,Mayurbhanj,1.26,Sugarcane,Yes,32.09,Rainfed,Owned,Sandy Loam,APMC,200524.89,2.49,-16.04,0.506,0,679.72
F00797,2023,Cuttack,16.73,Soybean,Yes,60.17,Rainfed,Tenant,Sandy Loam,Local Trader,293834.72,37.9,13.38,0.617,0,881.38
F00798,2024,Cuttack,12.44,Soybean,Yes,67.11,Rainfed,Owned,Laterite,FPO,379985.15,17.58,11.98,0.473,0,897.63
F00799,2022,Mayurbhanj,10.69,Rice,Yes,75.05,Irrigated,Owned,Laterite,APMC,628173.95,24.32,-0.68,0.615,0,905.49
F00800,2022,Balasore,14.6,Millets,No,100,Irrigated,Owned,Laterite,APMC,308350.96,12.02,1.62,0.675,0,886.57
F00801,2023,Balasore,5.8,Rice,Yes,74.77,Irrigated,Tenant,Alluvial,FPO,422771.16,29.49,5.98,0.5,0,866.44
F00802,2022,Mayurbhanj,11.66,Sugarcane,No,52.39,Rainfed,Tenant,Laterite,FPO,148682.85,1.41,-26.32,0.781,1,286.69
F00803,2024,Bhadrak,8.05,Millets,Yes,91.81,Rainfed,Tenant,Alluvial,Local Trader,451280.27,40.81,-23.6,0.607,0,933.56
F00804,2024,Bhadrak,12.5,Soybean,Yes,79.43,Irrigated,Tenant,Alluvial,Contract Buyer,529999.37,10.62,-4.89,0.606,0,917.61
F00805,2023,Bhadrak,17.93,Wheat,Yes,86.15,Irrigated,Tenant,Clay Loam,Contract Buyer,144342.96,15.27,-3.46,0.257,0,953.29
F00806,2024,Bhadrak,13.02,Soybean,Yes,55.32,Irrigated,Owned,Alluvial,FPO,281218.65,34.45,28.63,0.772,0,873.6
F00807,2023,Cuttack,6.06,Maize,Yes,59.15,Irrigated,Owned,Red,Local Trader,138779.1,11.38,-11.12,0.469,0,822.97
F00808,2024,Bhadrak,11.32,Maize,Yes,31.84,Irrigated,Owned,Black,Local Trader,545746.01,2.13,6.47,0.613,1,386.46
F00809,2024,Mayurbhanj,7.01,Soybean,Yes,51.07,Rainfed,Owned,Red,Local Trader,84143.32,32.7,14.12,0.719,0,818.8
F00810,2024,Puri,5.82,Soybean,No,40.71,Irrigated,Owned,Black,FPO,267100.81,32.92,6.98,0.651,0,694.78
F00811,2023,Puri,10.39,Rice,Yes,67.15,Rainfed,Owned,Alluvial,Contract Buyer,386583.6,29.84,22.97,0.7,1,455.4
F00812,2022,Ganjam,1.3,Rice,Yes,61.98,Irrigated,Tenant,Sandy Loam,Local Trader,90503.78,41.26,-5.87,0.307,0,791.79
F00813,2024,Mayurbhanj,16.35,Sugarcane,No,94.36,Irrigated,Owned,Black,Local Trader,367279.89,7.14,18.39,0.784,0,833.15
F00814,2022,Ganjam,17.27,Millets,Yes,74.07,Rainfed,Owned,Sandy Loam,Local Trader,475256.25,22.15,29.46,0.592,0,912.35
F00815,2023,Balasore,7.82,Millets,Yes,44.87,Rainfed,Tenant,Black,APMC,640549.89,11.12,-28.92,0.481,0,827.1
F00816,2024,Bhadrak,4.11,Soybean,Yes,60.34,Rainfed,Owned,Red,FPO,548474.98,4.1,24.02,0.579,0,811.02
F00817,2022,Puri,16.26,Cotton,Yes,88.26,Irrigated,Tenant,Red,APMC,104289.48,27.75,-0.69,0.472,0,901.56
F00818,2022,Balasore,14.11,Maize,No,42.15,Irrigated,Tenant,Clay Loam,Contract Buyer,183266.79,22.58,-12.1,0.572,1,310.08
F00819,2022,Bhadrak,4.57,Maize,No,57.32,Rainfed,Tenant,Sandy Loam,APMC,520378.41,37.06,16.71,0.514,0,711.82
F00820,2022,Puri,7.32,Wheat,No,60.49,Rainfed,Owned,Red,APMC,235138.97,2.14,-7.38,0.497,0,753.23
F00821,2022,Cuttack,10.0,Maize,Yes,38.7,Irrigated,Owned,Sandy Loam,Contract Buyer,382606.71,19.82,11.58,0.51,1,375.25
F00822,2022,Bhadrak,12.77,Sugarcane,Yes,90.84,Rainfed,Owned,Black,Local Trader,454193.76,41.8,-7.24,0.583,0,899.83
F00823,2024,Ganjam,10.21,Soybean,Yes,49.54,Irrigated,Tenant,Laterite,Local Trader,298990.99,35.04,-23.85,0.743,0,852.32
F00824,2024,Puri,12.07,Maize,Yes,78.05,Rainfed,Owned,Sandy Loam,Local Trader,537642.63,40.78,1.66,0.516,1,495.31
F00825,2024,Cuttack,4.23,Wheat,No,61.6,Rainfed,Owned,Alluvial,APMC,305875.85,25.82,-37.75,0.521,0,745.75
F00826,2023,Bhadrak,11.71,Cotton,No,36.47,Irrigated,Tenant,Sandy Loam,Contract Buyer,96161.87,41.53,11.04,0.717,1,272.38
F00827,2024,Mayurbhanj,10.16,Rice,Yes,60.28,Rainfed,Owned,Black,APMC,578102.73,14.38,7.8,0.615,0,881.84
F00828,2023,Balasore,10.81,Rice,Yes,83.04,Rainfed,Owned,Black,FPO,196355.82,38.49,1.93,0.643,0,930.88
F00829,2024,Ganjam,14.95,Rice,Yes,48.54,Irrigated,Owned,Alluvial,Local Trader,478124.6,22.6,3.39,0.576,0,874.48
F00830,2023,Ganjam,15.19,Rice,No,42.23,Irrigated,Owned,Clay Loam,APMC,493903.54,40.48,7.25,0.623,0,760.7
F00831,2023,Ganjam,5.57,Wheat,Yes,86.77,Rainfed,Owned,Alluvial,Contract Buyer,303966.61,39.58,2.72,0.77,0,901.85
F00832,2022,Cuttack,1.55,Millets,Yes,70.23,Irrigated,Owned,Alluvial,FPO,319561.61,40.49,2.96,0.347,0,820.5
F00833,2023,Balasore,14.6,Sugarcane,No,79.39,Rainfed,Tenant,Red,Contract Buyer,343154.79,0.28,20.84,0.665,0,783.51
F00834,2024,Mayurbhanj,1.83,Rice,Yes,91.62,Rainfed,Owned,Laterite,Contract Buyer,292014.07,10.46,24.68,0.384,0,871.83
F00835,2023,Mayurbhanj,1.79,Rice,Yes,72.31,Irrigated,Owned,Clay Loam,APMC,419828.72,36.64,12.69,0.563,0,827.81
F00836,2023,Ganjam,5.32,Maize,Yes,100,Irrigated,Tenant,Black,Local Trader,293026.16,6.75,-12.61,0.413,0,905.32
F00837,2023,Balasore,9.48,Soybean,Yes,70.26,Irrigated,Tenant,Red,FPO,167119.68,37.6,-5.79,0.622,0,875.11
F00838,2023,Balasore,6.84,Millets,Yes,77.96,Rainfed,Tenant,Red,Local Trader,268864.47,7.03,32.88,0.407,0,896.1
F00839,2023,Balasore,6.3,Wheat,No,77.36,Irrigated,Owned,Clay Loam,APMC,178488.16,7.23,15.38,0.615,0,783.58
F00840,2023,Cuttack,1.53,Millets,No,71.88,Rainfed,Tenant,Black,APMC,479887.47,15.92,3.6,0.519,0,735.16
F00841,2024,Ganjam,10.9,Soybean,No,63.15,Rainfed,Owned,Sandy Loam,FPO,143923.08,37.51,-21.7,0.591,0,794.94
F00842,2024,Bhadrak,1.01,Cotton,Yes,40.92,Rainfed,Owned,Red,FPO,361367.48,0.6,-4.83,0.47,0,715.08
F00843,2023,Bhadrak,5.83,Millets,Yes,56.8,Rainfed,Owned,Red,APMC,410973.91,14.59,18.92,0.558,0,831.35
F00844,2024,Ganjam,7.3,Millets,No,54.18,Rainfed,Owned,Alluvial,Contract Buyer,303261.07,15.79,5.34,0.546,0,768.63
F00845,2023,Ganjam,1.39,Maize,Yes,79.6,Rainfed,Owned,Alluvial,Contract Buyer,337163.98,29.55,5.89,0.538,0,823.03
F00846,2022,Puri,2.16,Millets,Yes,78.54,Rainfed,Owned,Laterite,APMC,493051.86,32.16,-8.02,0.492,0,837.7
F00847,2023,Ganjam,16.34,Rice,Yes,83.52,Irrigated,Owned,Alluvial,FPO,493803.7,13.43,14.68,0.568,0,935.01
F00848,2024,Bhadrak,17.5,Rice,Yes,30.39,Irrigated,Tenant,Clay Loam,Contract Buyer,632295.92,23.27,11.32,0.245,1,401.72
F00849,2024,Balasore,1.95,Wheat,No,28.3,Rainfed,Owned,Alluvial,Contract Buyer,621674.31,6.95,5.39,0.469,1,213.27
F00850,2022,Puri,10.79,Maize,Yes,73.3,Rainfed,Owned,Alluvial,FPO,514724.89,14.16,4.62,0.403,0,886.53
F00851,2022,Bhadrak,4.42,Cotton,Yes,53.32,Irrigated,Owned,Alluvial,Contract Buyer,498515.38,22.4,-13.89,0.663,0,757.7
F00852,2022,Ganjam,2.29,Soybean,No,78.91,Rainfed,Tenant,Black,APMC,132605.27,16.07,-15.25,0.364,0,735.42
F00853,2023,Mayurbhanj,17.56,Wheat,No,67.24,Rainfed,Owned,Laterite,Local Trader,190723.34,41.86,-11.99,0.637,0,818.98
F00854,2024,Cuttack,1.5,Millets,No,60.52,Irrigated,Owned,Red,Contract Buyer,618094.9,13.03,-21.93,0.541,1,292.64
F00855,2023,Ganjam,3.22,Soybean,Yes,50.12,Rainfed,Owned,Laterite,APMC,220855.71,32.36,3.3,0.683,0,771.63
F00856,2024,Bhadrak,11.97,Millets,Yes,33.94,Rainfed,Owned,Laterite,APMC,479924.6,9.43,7.97,0.571,1,409.46
F00857,2024,Mayurbhanj,5.93,Sugarcane,Yes,72.54,Irrigated,Owned,Clay Loam,Local Trader,629515.59,41.06,-14.17,0.437,0,816.85
F00858,2023,Ganjam,8.74,Millets,No,40.08,Rainfed,Owned,Red,Local Trader,204652.49,11.85,10.55,0.434,1,310.47
F00859,2023,Balasore,16.34,Rice,No,62.47,Rainfed,Owned,Red,APMC,594125.84,30.14,-14.84,0.517,0,798.51
F00860,2022,Bhadrak,7.44,Soybean,No,53.58,Rainfed,Tenant,Laterite,FPO,137679.28,9.32,-16.0,0.429,0,712.79
F00861,2023,Cuttack,7.1,Millets,Yes,48.28,Rainfed,Owned,Black,Local Trader,139035.4,36.78,-2.66,0.424,0,833.8
F00862,2023,Cuttack,2.55,Cotton,Yes,63.39,Irrigated,Owned,Sandy Loam,Local Trader,362387.27,27.24,41.16,0.83,0,769.16
F00863,2024,Puri,13.06,Rice,Yes,69.86,Irrigated,Tenant,Clay Loam,Contract Buyer,513924.53,23.53,17.4,0.634,0,923.59
F00864,2024,Ganjam,14.71,Soybean,Yes,44.33,Irrigated,Tenant,Alluvial,Contract Buyer,224563.94,7.38,-11.88,0.247,0,847.59
F00865,2023,Puri,16.26,Soybean,No,40.48,Irrigated,Owned,Sandy Loam,Contract Buyer,292816.12,8.13,11.66,0.362,0,738.73
F00866,2022,Puri,2.24,Wheat,No,61.24,Rainfed,Owned,Alluvial,FPO,568036.32,17.53,16.18,0.253,0,716.92
F00867,2023,Bhadrak,5.32,Wheat,Yes,83.45,Rainfed,Owned,Clay Loam,FPO,269272.1,24.22,51.38,0.504,0,883.19
F00868,2024,Mayurbhanj,15.03,Maize,Yes,67.3,Irrigated,Owned,Laterite,FPO,180674.8,32.21,-1.91,0.448,1,475.81
F00869,2023,Bhadrak,11.29,Soybean,Yes,52.95,Irrigated,Tenant,Sandy Loam,Contract Buyer,413083.76,1.45,-45.75,0.518,0,856.94
F00870,2023,Puri,15.59,Millets,Yes,46.91,Irrigated,Owned,Clay Loam,Contract Buyer,356215.23,18.75,33.32,0.634,0,873.84
F00871,2023,Cuttack,6.26,Millets,Yes,53.1,Rainfed,Owned,Clay Loam,FPO,630512.42,36.3,18.19,0.557,0,821.97
F00872,2024,Puri,14.37,Wheat,No,81.72,Irrigated,Owned,Red,APMC,81428.37,41.81,10.87,0.537,0,855.19
F00873,2023,Balasore,17.24,Sugarcane,No,83.41,Irrigated,Owned,Black,Local Trader,242694.15,2.49,-5.53,0.638,0,798.21
F00874,2024,Bhadrak,7.01,Millets,Yes,37.02,Irrigated,Owned,Alluvial,Contract Buyer,358384.32,21.56,51.73,0.639,0,808.37
F00875,2022,Ganjam,15.73,Millets,Yes,52.88,Irrigated,Owned,Sandy Loam,APMC,271190.21,33.04,-8.27,0.394,0,871.78
F00876,2022,Ganjam,10.43,Rice,No,31.82,Irrigated,Owned,Red,Contract Buyer,500453.82,3.34,43.72,0.597,1,283.91
F00877,2024,Cuttack,15.19,Wheat,Yes,63.3,Irrigated,Owned,Laterite,FPO,259484.09,4.47,-15.57,0.514,1,481.54
F00878,2022,Balasore,15.94,Maize,Yes,74.58,Rainfed,Owned,Laterite,Contract Buyer,381648.29,6.41,19.99,0.559,1,477.36
F00879,2023,Ganjam,7.35,Maize,Yes,65.0,Irrigated,Owned,Alluvial,Contract Buyer,336063.13,29.71,0.54,0.604,0,849.34
F00880,2022,Balasore,0.87,Millets,Yes,50.3,Irrigated,Owned,Clay Loam,Local Trader,559907.87,8.18,-35.97,0.426,0,763.94
F00881,2023,Cuttack,10.16,Wheat,Yes,56.89,Rainfed,Tenant,Red,Local Trader,496060.72,2.78,-0.82,0.762,0,871.17
F00882,2022,Cuttack,12.22,Cotton,No,38.3,Irrigated,Owned,Sandy Loam,APMC,194327.72,7.02,31.41,0.388,0,702.22
F00883,2024,Ganjam,8.94,Rice,Yes,33.65,Irrigated,Owned,Sandy Loam,Contract Buyer,210350.73,27.34,-11.12,0.397,0,808.39
F00884,2023,Puri,13.82,Wheat,No,67.49,Irrigated,Tenant,Red,Local Trader,92831.85,41.36,-4.09,0.569,0,824.16
F00885,2023,Balasore,17.46,Soybean,No,72.0,Irrigated,Tenant,Sandy Loam,FPO,286601.16,38.6,1.22,0.573,0,802.34
F00886,2022,Mayurbhanj,11.41,Soybean,Yes,77.33,Rainfed,Tenant,Alluvial,Local Trader,530323.48,35.93,-23.92,0.539,0,901.84
F00887,2022,Puri,9.02,Cotton,Yes,39.38,Rainfed,Tenant,Red,Local Trader,253255.49,22.58,6.54,0.621,0,767.77
F00888,2024,Bhadrak,6.51,Cotton,Yes,100,Irrigated,Owned,Laterite,Contract Buyer,547254.93,32.29,9.89,0.787,0,902.06
F00889,2023,Balasore,5.25,Rice,Yes,38.16,Rainfed,Tenant,Clay Loam,APMC,430429.23,3.04,5.95,0.636,1,346.91
F00890,2022,Balasore,16.86,Rice,Yes,55.03,Rainfed,Owned,Clay Loam,Local Trader,84629.03,6.31,13.49,0.458,0,870.05
